Iteration,GradientNorm
1,15.5975
2,9.49945
3,10.9266
4,8.01524
5,5.78113
6,3.57234
7,1.90289
8,1.08891
9,0.816144
10,0.705637
11,0.627529
12,0.567082
13,0.521997
14,0.487016
15,0.459023
16,0.435995
17,0.416242
18,0.398806
19,0.3833
20,0.369585
21,0.357385
22,0.346352
23,0.33624
24,0.326884
25,0.318177
26,0.31003
27,0.302395
28,0.295223
29,0.288484
30,0.28215
31,0.276184
32,0.270558
33,0.265245
34,0.260217
35,0.255446
36,0.250911
37,0.246591
38,0.242468
39,0.238526
40,0.234747
41,0.23112
42,0.227634
43,0.224281
44,0.221048
45,0.217933
46,0.214927
47,0.212026
48,0.209226
49,0.206522
50,0.203913
51,0.201393
52,0.19896
53,0.196609
54,0.194335
55,0.192132
56,0.189998
57,0.187927
58,0.185917
59,0.183965
60,0.182069
61,0.180225
62,0.178432
63,0.176685
64,0.174983
65,0.173323
66,0.171705
67,0.170126
68,0.168585
69,0.16708
70,0.165609
71,0.164171
72,0.162765
73,0.161391
74,0.160046
75,0.15873
76,0.157442
77,0.156179
78,0.154941
79,0.153728
80,0.152539
81,0.15137
82,0.150225
83,0.149101
84,0.147999
85,0.146917
86,0.145854
87,0.144809
88,0.143783
89,0.142775
90,0.141784
91,0.14081
92,0.139853
93,0.138912
94,0.137989
95,0.13708
96,0.136186
97,0.135308
98,0.134444
99,0.133594
100,0.132756
101,0.131933
102,0.131123
103,0.130326
104,0.129542
105,0.128769
106,0.128008
107,0.12726
108,0.126523
109,0.125798
110,0.125085
111,0.124381
112,0.123689
113,0.123006
114,0.122334
115,0.121671
116,0.121018
117,0.120373
118,0.119737
119,0.11911
120,0.118491
121,0.117881
122,0.11728
123,0.116686
124,0.116101
125,0.115523
126,0.114953
127,0.114391
128,0.113835
129,0.113287
130,0.112746
131,0.112211
132,0.111683
133,0.111162
134,0.110646
135,0.110138
136,0.109635
137,0.109138
138,0.108647
139,0.108161
140,0.107682
141,0.107207
142,0.106739
143,0.106276
144,0.105815
145,0.10536
146,0.104911
147,0.104467
148,0.104029
149,0.103595
150,0.103166
151,0.102742
152,0.102323
153,0.101908
154,0.101497
155,0.10109
156,0.100688
157,0.100289
158,0.0998955
159,0.0995055
160,0.0991196
161,0.0987379
162,0.0983602
163,0.0979863
164,0.0976161
165,0.0972495
166,0.0968862
167,0.0965264
168,0.0961701
169,0.0958172
170,0.0954678
171,0.0951218
172,0.0947791
173,0.0944396
174,0.0941033
175,0.0937702
176,0.0934403
177,0.0931134
178,0.0927895
179,0.0924686
180,0.0921506
181,0.0918355
182,0.0915233
183,0.0912139
184,0.0909072
185,0.0906033
186,0.090302
187,0.0900035
188,0.0897075
189,0.0894141
190,0.0891232
191,0.0888348
192,0.0885489
193,0.0882655
194,0.0879844
195,0.0877057
196,0.0874293
197,0.0871552
198,0.0868834
199,0.0866139
200,0.086344
201,0.0860772
202,0.0858132
203,0.0855517
204,0.0852925
205,0.0850356
206,0.0847808
207,0.0845282
208,0.0842776
209,0.084029
210,0.0837823
211,0.0835377
212,0.0832954
213,0.0830549
214,0.0828163
215,0.0825792
216,0.0823442
217,0.082111
218,0.0818797
219,0.0816515
220,0.0814248
221,0.0811995
222,0.0809755
223,0.0807531
224,0.0805318
225,0.0803114
226,0.0800928
227,0.079875
228,0.0796596
229,0.0794463
230,0.0792348
231,0.0790251
232,0.0788165
233,0.0786092
234,0.0784035
235,0.0781993
236,0.0779966
237,0.0777954
238,0.0775955
239,0.0773972
240,0.0772004
241,0.077005
242,0.0768111
243,0.0766184
244,0.076427
245,0.0762369
246,0.0760481
247,0.0758605
248,0.0756742
249,0.0754883
250,0.0753032
251,0.0751196
252,0.0749374
253,0.0747565
254,0.0745769
255,0.0743985
256,0.0742214
257,0.0740454
258,0.0738706
259,0.0736969
260,0.0735244
261,0.073353
262,0.0731827
263,0.0730135
264,0.0728453
265,0.0726783
266,0.0725123
267,0.0723473
268,0.0721827
269,0.0720193
270,0.0718573
271,0.0716965
272,0.0715368
273,0.0713783
274,0.0712208
275,0.0710643
276,0.0709088
277,0.0707543
278,0.0706008
279,0.0704482
280,0.0702966
281,0.0701459
