Iteration,GradientNorm
1887,50.3553
1888,50.3275
1889,50.2998
1890,50.2721
1891,50.2445
1892,50.2168
1893,50.1892
1894,50.1617
1895,50.1342
1896,50.1067
1897,50.0792
1898,50.0518
1899,50.0244
1900,49.9971
1901,49.9697
1902,49.9424
1903,49.9152
1904,49.888
1905,49.8608
1906,49.8336
1907,49.8065
1908,49.7794
1909,49.7524
1910,49.7253
1911,49.6984
1912,49.6714
1913,49.6445
1914,49.6176
1915,49.5907
1916,49.5639
1917,49.5371
1918,49.5104
1919,49.4836
1920,49.4569
1921,49.4303
1922,49.4037
1923,49.3771
1924,49.3505
1925,49.324
1926,49.2975
1927,49.271
1928,49.2446
1929,49.2182
1930,49.1918
1931,49.1655
1932,49.1392
1933,49.1129
1934,49.0866
1935,49.0604
1936,49.0342
1937,49.0081
1938,48.982
1939,48.9559
1940,48.9299
1941,48.9038
1942,48.8778
1943,48.8519
1944,48.826
1945,48.8001
1946,48.7742
1947,48.7484
1948,48.7226
1949,48.6968
1950,48.6711
1951,48.6453
1952,48.6197
1953,48.594
1954,48.5684
1955,48.5428
1956,48.5173
1957,48.4917
1958,48.4663
1959,48.4408
1960,48.4154
1961,48.39
1962,48.3646
1963,48.3392
1964,48.3139
1965,48.2887
1966,48.2634
1967,48.2382
1968,48.213
1969,48.1878
1970,48.1627
1971,48.1376
1972,48.1125
1973,48.0875
1974,48.0625
1975,48.0375
1976,48.0126
1977,47.9876
1978,47.9627
1979,47.9379
1980,47.9131
1981,47.8883
1982,47.8635
1983,47.8387
1984,47.814
1985,47.7893
1986,47.7647
1987,47.7401
1988,47.7155
1989,47.6909
1990,47.6664
1991,47.6418
1992,47.6174
1993,47.5929
1994,47.5685
1995,47.5441
1996,47.5197
1997,47.4954
1998,47.4711
1999,47.4468
